Season,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,ERA,FIP,xFIP,R,ER,TBF,SIERA,RS/9
2000,Rockies,36,20,33,479,0,506.2,6.87,4.05,1.17,0.286,70.80%, , ,4.74,4.8, ,285,267,2215, , 
1997,Giants,30,24,45,481,0,525.1,6.15,3.41,0.91,0.312,67.80%, , ,4.75,4.32, ,306,277,2299, , 
1996,Astros,27,26,35,370,0,442.2,7.44,4.76,1.16,0.306,71.70%, , ,4.76,4.93, ,262,234,2020, , 
1997,Tigers,21,20,42,417,0,487.2,7.01,3.99,1.22,0.288,69.20%, , ,4.76,4.72, ,285,258,2140, , 
1996,Giants,22,28,35,425,0,460.2,6.1,3.89,1.39,0.273,68.70%, , ,4.77,5.25, ,280,244,2020, , 
2006,Giants,24,24,37,438,0,447,6.6,4.15,0.91,0.297,69.70%,40.70%,8.50%,4.77,4.5,4.86,250,237,1975,4.55,4.59
1995,Rangers,21,18,34,310,0,418.2,6.02,3.85,0.97,0.309,71.30%, , ,4.77,4.55, ,232,222,1854, , 
2000,Pirates,27,32,27,466,0,521.2,7.4,5.92,0.97,0.3,71.70%, , ,4.78,5.02, ,307,277,2388, , 
1996,Angels,24,19,38,383,0,478,7.55,4.69,1.17,0.294,70.80%, , ,4.78,4.97, ,283,254,2151, , 
1999,Brewers,26,28,40,453,0,523,7.54,4.61,1.39,0.299,75.50%, , ,4.78,5.18, ,292,278,2363, , 
2003,Cardinals,24,25,41,460,0,484.1,6.34,4.18,1.26,0.298,73.20%,42.10%,12.60%,4.79,4.98,4.78,274,258,2161,4.45,4.35
1998,Diamondbacks,19,21,37,368,0,433.1,6.38,4.24,0.98,0.282,67.30%, , ,4.8,4.65, ,255,231,1913, , 
1997,Rockies,29,20,38,426,0,478.1,6.47,3.82,1,0.313,70.10%, , ,4.8,4.49, ,273,255,2108, , 
1982,Twins,11,30,30,244,0,483,5.87,4.96,1.38,0.268,73.00%, , ,4.81,5.1, ,276,258,2134, , 
1999,Phillies,20,22,32,441,0,481,6.85,4.75,1.09,0.293,72.30%, , ,4.81,4.89, ,267,257,2130, , 
2007,Pirates,22,24,32,495,0,514.2,6.92,3.36,1.24,0.301,71.20%,40.20%,10.70%,4.81,4.79,4.61,291,275,2253,4.16,3.85
1994,Tigers,17,13,20,246,0,323.2,6.15,4.89,1.14,0.282,68.60%, , ,4.81,5.12, ,200,173,1462, , 
2005,Reds,26,20,31,491,0,514,5.87,3.34,1.05,0.313,69.80%,47.00%,11.10%,4.82,4.54,4.48,304,275,2311,4.14,4.83
1994,Athletics,19,17,23,308,0,370,7.13,4.65,1.07,0.285,68.20%, , ,4.82,4.74, ,220,198,1634, , 
1997,Athletics,36,24,38,480,0,586.2,6.26,4.23,1.07,0.323,72.80%, , ,4.82,4.79, ,337,314,2655, , 
2002,Tigers,15,25,33,372,0,449.2,5.88,3.52,1.24,0.303,70.10%,40.80%,11.00%,4.82,4.79,4.74,270,241,1998,4.3,2.42
2009,Orioles,20,29,31,484,0,551.1,6.53,3.79,1.04,0.317,70.90%,50.70%,11.30%,4.83,4.55,4.39,317,296,2453,4.11,4.08
2005,Rockies,18,25,37,459,0,486,7.78,4.13,1.11,0.305,71.60%,41.80%,11.30%,4.83,4.45,4.35,273,261,2170,3.94,4.09
1979,Blue Jays,10,22,11,195,0,398,3.82,3.93,1.02,0.292,69.10%, , ,4.84,4.73, ,236,214,1745, , 
2003,Pirates,23,28,44,457,0,505.2,6.09,3.77,1,0.284,68.00%,47.50%,11.40%,4.84,4.51,4.49,289,272,2201,4.25,4.25
2000,Cardinals,19,21,37,386,0,433,6.44,4.59,1.12,0.293,69.40%, , ,4.84,5.07, ,266,233,1952, , 
2005,Rangers,24,26,46,454,0,544,6.65,3.61,0.94,0.303,68.10%,47.60%,10.30%,4.85,4.24,4.28,316,293,2416,3.97,4.62
1998,Marlins,18,35,24,420,0,525.1,7.06,4.66,1.03,0.3,70.10%, , ,4.85,4.74, ,306,283,2341, , 
1995,White Sox,25,24,36,372,0,441.1,7.12,4.71,1.31,0.297,73.70%, , ,4.85,5.15, ,253,238,1986, , 
2003,Red Sox,30,27,36,437,0,505,7.73,3.4,1,0.313,67.50%,43.10%,11.10%,4.87,4.06,4.07,299,273,2248,3.72,5.03
2005,Royals,23,33,25,444,0,552,7.4,4.03,0.95,0.326,68.90%,47.40%,9.90%,4.88,4.22,4.32,330,299,2474,3.93,4.19
2004,Indians,31,33,32,479,0,540.1,7.8,3.68,1.28,0.31,69.80%,44.30%,13.10%,4.9,4.52,4.21,322,294,2385,3.89,4.51
2001,Rockies,24,26,26,474,0,471.2,6.72,3.64,1.55,0.277,70.30%, , ,4.9,5.11, ,281,257,2044, , 
2004,Tigers,19,28,35,432,0,480.1,6.63,3.97,1.29,0.299,70.70%,42.20%,11.10%,4.91,4.9,4.86,286,262,2132,4.41,4.14
1999,Orioles,17,27,33,393,0,441.2,7.3,4.97,1.28,0.278,70.70%, , ,4.91,5.19, ,263,241,1958, , 
2002,Cubs,22,28,23,390,0,468.2,8.43,4.53,1.19,0.314,70.60%,43.60%,13.40%,4.92,4.42,4.06,277,256,2094,3.79,3.65
2013,Astros,14,40,32,448,0,534,7.04,4.25,1.43,0.295,71.20%,42.20%,13.60%,4.92,5.09,4.62,325,292,2392,4.24,3.24
2003,Rangers,24,26,43,494,0,601.1,7.12,3.88,0.91,0.317,67.80%,41.60%,10.70%,4.92,4.2,4.27,359,329,2678,4.06,4.16
1977,Braves,18,26,31,327,0,478.1,5.16,5.1,1.13,0.287,69.90%, , ,4.93,5.04, ,301,262,2211, , 
1994,Rockies,18,18,28,329,0,378.2,7.56,4.68,1.07,0.324,70.30%, , ,4.94,4.73, ,234,208,1740, , 
2005,Marlins,18,22,42,449,0,475,6.8,4.11,0.81,0.317,68.70%,44.60%,8.70%,4.95,4.23,4.49,278,261,2125,4.17,3.56
1996,Royals,16,21,35,322,0,427.1,5.88,3.56,1.18,0.305,70.80%, , ,4.97,4.89, ,248,236,1884, , 
1996,Twins,31,16,31,387,0,514,6.58,4.17,1.44,0.277,72.20%, , ,4.97,5.25, ,295,284,2256, , 
2006,Devil Rays,25,31,33,444,0,513.1,5.89,4.05,1.07,0.319,70.30%,44.30%,9.70%,4.98,4.87,5.05,314,284,2345,4.71,4.61
1997,Padres,29,24,43,426,0,516.1,7.77,4.32,0.96,0.314,66.70%, , ,4.99,4.36, ,322,286,2316, , 
1996,Red Sox,29,24,37,409,0,454.2,7.15,5.62,1.15,0.311,71.60%, , ,4.99,5.23, ,283,252,2110, , 
1979,Angels,26,19,33,209,0,425.2,5.48,4.1,0.95,0.314,69.70%, , ,4.99,4.34, ,253,236,1909, , 
2002,Rangers,25,38,33,487,0,508.1,7.74,4.71,1.26,0.303,71.10%,44.30%,13.60%,4.99,4.78,4.38,307,282,2301,4.06,5.12
1990,Braves,17,28,30,346,0,447.1,6.82,4.49,0.87,0.328,68.10%, , ,5.01,4.12, ,279,249,2044, , 
1998,Royals,17,18,46,388,0,475.1,7.59,3.86,1.08,0.315,67.80%, , ,5.02,4.46, ,292,265,2123, , 
2009,Royals,16,26,34,426,0,477,7.83,4.6,1.08,0.309,68.30%,42.80%,10.30%,5.02,4.58,4.56,295,266,2149,4.17,3.75
2005,Devil Rays,22,30,43,401,0,516.1,5.72,4.25,1.08,0.296,68.40%,39.20%,9.40%,5.02,4.86,5.06,318,288,2315,4.68,3.63
2006,Brewers,27,29,43,427,0,463,7.39,4.24,1.22,0.289,67.00%,40.80%,11.40%,5.03,4.84,4.74,290,259,2056,4.35,3.87
2000,Blue Jays,24,20,37,388,0,479.2,6.14,3.7,1.22,0.319,68.60%, , ,5.07,4.93, ,309,270,2173, , 
1999,Marlins,19,30,33,452,0,490.2,6.49,4.68,0.9,0.312,68.40%, , ,5.08,4.71, ,302,277,2218, , 
2009,Nationals,24,39,33,532,0,523,6.76,4.96,1.05,0.297,68.70%,43.80%,9.80%,5.09,4.88,4.94,324,296,2373,4.62,4.47
2002,Indians,19,27,34,421,0,482.1,7.35,3.75,1.04,0.308,66.40%,46.90%,11.70%,5.09,4.22,4.08,297,273,2136,3.77,3.94
2004,Blue Jays,16,34,37,431,0,489.1,6.9,4.3,1.09,0.31,70.50%,43.30%,10.30%,5.09,4.63,4.73,289,277,2206,4.41,3.6
1987,Indians,22,26,25,308,0,477.2,6.2,3.67,1.15,0.304,64.60%, , ,5.11,4.5, ,321,271,2164, , 
1987,Twins,30,23,39,289,0,429.2,7.08,4.04,1.3,0.3,69.30%, , ,5.11,4.63, ,263,244,1906, , 
1998,White Sox,20,22,42,405,0,516,6.35,3.54,1.27,0.272,64.80%, , ,5.13,4.89, ,324,294,2256, , 
2008,Indians,19,25,31,399,0,445.1,7.54,3.33,1.21,0.319,69.50%,39.50%,11.30%,5.13,4.39,4.22,262,254,1962,3.86,4.57
2007,Reds,23,31,34,522,0,492.2,6.94,3.84,1.19,0.315,70.10%,42.60%,11.10%,5.13,4.9,4.68,299,281,2207,4.28,3.84
1996,Brewers,26,19,42,384,0,504.1,5.87,4.59,1.21,0.297,69.90%, , ,5.14,5.29, ,314,288,2268, , 
1999,Cubs,27,22,32,440,0,495.1,6.3,4.16,1.33,0.299,68.80%, , ,5.14,5.11, ,314,283,2221, , 
2008,Rangers,27,30,36,458,0,572.2,6.85,4.51,0.9,0.305,66.10%,43.30%,8.50%,5.15,4.55,4.8,360,328,2564,4.43,5.01
2002,Rockies,18,30,43,506,0,500.1,7.05,3.71,1.37,0.308,69.30%,44.40%,14.20%,5.16,4.73,4.24,312,287,2234,3.91,4.41
2005,Red Sox,27,22,38,442,0,426.1,6.25,3.21,0.99,0.315,67.80%,41.40%,9.60%,5.17,4.35,4.49,258,245,1902,4.1,4.67
1995,Twins,21,19,27,336,0,459.1,6.86,4.51,1.47,0.295,71.30%, , ,5.17,5.28, ,284,264,2062, , 
2000,Expos,20,23,39,452,0,516.2,6.99,3.68,1.05,0.305,65.40%, , ,5.17,4.46, ,325,297,2283, , 
2000,Astros,21,30,30,410,0,449.2,7.31,4.3,1.36,0.296,69.80%, , ,5.18,5.1, ,282,259,2035, , 
2004,Reds,31,28,47,497,0,538,6.31,4.05,1.42,0.292,68.90%,43.80%,13.90%,5.19,5.18,4.74,343,310,2403,4.48,3.88
2001,Rangers,22,31,37,410,0,511.2,6.09,4.01,1.41,0.285,70.50%, , ,5.19,5.21, ,310,295,2265, , 
2000,Cubs,25,35,39,421,0,476.2,7.4,5.17,1.3,0.296,70.70%, , ,5.19,5.2, ,295,275,2152, , 
1979,Athletics,14,22,20,243,0,391.2,5.01,4.83,0.94,0.313,69.20%, , ,5.19,4.7, ,250,226,1817, , 
1980,Athletics,4,12,13,145,0,210.1,5.86,4.66,1.03,0.29,66.90%, , ,5.22,4.6, ,134,122,955, , 
1975,Cubs,23,25,33,298,0,420.2,5.07,3.96,0.92,0.318,66.60%, , ,5.22,4.23, ,276,244,1933, , 
2002,Devil Rays,22,31,25,306,0,462.2,6.77,4.86,1.32,0.298,71.20%,37.70%,11.60%,5.25,5.2,5.04,291,270,2119,4.51,3.7
2006,Orioles,19,25,35,472,0,512.1,5.88,4.01,1.51,0.297,71.30%,40.90%,12.60%,5.27,5.45,5.13,319,300,2288,4.76,4.04
1994,Rangers,17,19,26,301,0,354.1,6.58,4.06,1.14,0.306,66.20%, , ,5.28,4.77, ,231,208,1598, , 
2002,Royals,22,31,30,421,0,491.2,6.7,4.59,1.21,0.308,69.20%,47.50%,14.00%,5.29,4.87,4.45,313,289,2237,4.24,4.41
1995,Tigers,24,25,38,366,0,544.2,5.37,3.65,1.11,0.316,68.80%, , ,5.32,4.83, ,341,322,2461, , 
1986,Indians,29,25,34,290,0,427,5.35,4.78,0.93,0.3,68.00%, , ,5.33,4.66, ,273,253,1984, , 
1995,Giants,25,24,34,381,0,437.1,6.54,4.34,1.32,0.298,68.80%, , ,5.35,5.11, ,279,260,1970, , 
1993,Rockies,30,22,35,453,0,552.2,6.86,4.25,1.11,0.306,64.10%, , ,5.36,4.57, ,373,329,2479, , 
1997,Phillies,17,23,35,409,0,448.2,7.5,4.99,1.04,0.312,68.00%, , ,5.38,4.76, ,288,268,2052, , 
2006,Royals,24,34,35,473,0,577.2,6.87,4.24,1.26,0.308,68.30%,42.30%,11.90%,5.41,4.97,4.81,369,347,2581,4.49,4.83
1994,Twins,16,15,29,272,0,364,5.91,3.31,1.34,0.313,65.40%, , ,5.41,4.96, ,250,219,1649, , 
1994,Pirates,18,14,24,285,0,325.2,6.36,4.59,1.08,0.314,67.70%, , ,5.42,5.01, ,215,196,1489, , 
2000,Rangers,21,24,39,415,0,485,6.83,4.58,1.28,0.325,68.60%, , ,5.44,5.14, ,331,293,2256, , 
1998,Mariners,15,29,31,368,0,430,7.3,4.02,1.23,0.313,68.30%, , ,5.44,4.75, ,271,260,1924, , 
1996,Rockies,33,27,34,447,0,504,8.11,4.07,1.21,0.314,65.70%, , ,5.45,4.6, ,330,305,2249, , 
1987,Red Sox,19,24,16,235,0,368.1,7.28,4.35,1.54,0.332,71.50%, , ,5.45,4.98, ,241,223,1678, , 
1994,Angels,11,18,21,257,0,324,5.81,4.14,1.11,0.318,69.00%, , ,5.47,5.06, ,209,197,1477, , 
1997,Mariners,24,26,38,392,0,462,7.77,4.6,1.17,0.328,67.90%, , ,5.47,4.75, ,305,281,2103, , 
2007,White Sox,19,25,42,463,0,424.2,6.74,4.49,0.91,0.317,65.30%,47.10%,8.90%,5.49,4.68,4.79,282,259,1938,4.49,3.52
2005,Diamondbacks,22,20,45,458,0,463,7.27,4.26,1.21,0.315,67.40%,43.10%,12.00%,5.5,4.76,4.56,306,283,2109,4.13,3.91
1986,Twins,15,26,24,240,0,390.2,5.51,4.01,0.92,0.32,65.40%, , ,5.51,4.32, ,263,239,1797, , 
2004,Rockies,19,39,36,473,0,499.2,6.84,4.39,1.28,0.306,68.80%,39.00%,10.80%,5.53,5.01,5.03,323,307,2265,4.53,4.65
2003,Royals,26,29,36,407,0,515.1,6.76,4.38,1.08,0.327,67.50%,46.60%,12.40%,5.57,4.74,4.58,346,319,2383,4.28,4.91
2000,Orioles,22,21,33,396,0,434,7.24,5.12,1.49,0.3,69.60%, , ,5.58,5.45, ,291,269,2004, , 
1994,Red Sox,14,20,30,308,0,354.1,5.94,3.96,1.3,0.313,67.40%, , ,5.59,5.1, ,238,220,1617, , 
2000,Royals,29,30,29,329,0,495.2,6.32,4.3,1.51,0.313,70.40%, , ,5.59,5.44, ,325,308,2235, , 
2000,Phillies,21,37,34,413,0,434.1,7.09,4.85,1.39,0.304,67.30%, , ,5.72,5.29, ,299,276,1987, , 
1999,Rockies,23,25,33,420,0,493.2,7.22,4.94,1.42,0.335,70.20%, , ,5.72,5.34, ,337,314,2275, , 
2010,Diamondbacks,16,32,35,454,0,439,6.79,4.59,1.27,0.31,65.80%,44.10%,12.00%,5.74,5.09,4.69,307,280,2002,4.35,3.34
2007,Orioles,24,35,30,490,0,524.2,6.54,4.79,0.89,0.309,65.50%,46.90%,8.60%,5.75,4.85,5.01,350,335,2409,4.67,4.49
1999,Royals,20,36,29,416,0,485.1,5.27,4.58,1.35,0.316,69.40%, , ,5.77,5.64, ,336,311,2258, , 
1999,Mariners,19,31,40,346,0,471,6.19,5.64,1.05,0.329,67.60%, , ,5.94,5.34, ,337,311,2221, , 
1996,Tigers,24,29,22,426,0,567,7.44,5.51,1.4,0.319,68.40%, , ,5.97,5.52, ,406,376,2669, , 
2007,Devil Rays,21,34,28,483,0,497,7.15,4.53,1.39,0.337,67.20%,40.20%,11.60%,6.16,5.31,4.96,360,340,2309,4.51,4.02
