Season,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR
1994,Dodgers,1467,4371,115,532,505,74,8.40%,15.70%,0.144,0.3,0.27,0.333,0.414,0.327,100,-1.4,0.8,-38.9,10.3
2006,Devil Rays,1788,6041,190,689,650,134,7.30%,18.30%,0.165,0.285,0.255,0.314,0.42,0.316,89,4.5,-81.8,-19,10.2
1976,Tigers,1786,6018,101,609,566,107,7.50%,12.10%,0.108,0.279,0.257,0.315,0.365,0.314,94,-2,-39.8,-54.2,10.2
1989,Phillies,2231,6119,123,629,593,106,9.10%,15.10%,0.121,0.271,0.243,0.314,0.364,0.307,93,-0.6,-50.5,-48.9,10.2
2000,Rangers,1874,6364,173,848,806,69,9.10%,14.50%,0.163,0.31,0.283,0.352,0.446,0.347,97,-7,-37.4,-76.8,10.2
1990,Yankees,1821,6037,147,603,561,119,7.10%,17.00%,0.125,0.27,0.241,0.3,0.366,0.3,85,3.8,-101.5,11.2,10.1
1989,Tigers,1782,6133,116,617,564,103,9.50%,14.70%,0.109,0.269,0.242,0.318,0.351,0.307,92,-1.4,-59.4,-48,10.1
1993,Rockies,2245,6073,142,758,704,146,6.40%,15.50%,0.149,0.304,0.273,0.323,0.422,0.328,84,-7.1,-124.8,10.9,10
2007,Diamondbacks,2032,6101,171,712,687,109,8.70%,18.20%,0.163,0.282,0.25,0.321,0.413,0.32,82,9.2,-132.5,34.1,10
2004,Brewers,2053,6195,135,634,601,138,8.70%,21.20%,0.139,0.3,0.248,0.321,0.387,0.309,82,4.3,-142.1,36.7,10
1995,Padres,2016,5527,116,668,618,124,8.10%,15.80%,0.125,0.307,0.272,0.334,0.397,0.324,95,3.4,-30.4,-53,10
1976,Brewers,1740,6057,88,570,536,62,8.40%,15.00%,0.095,0.278,0.246,0.311,0.34,0.303,91,-11.8,-69,-25.2,10
1998,Marlins,2202,6228,114,667,621,115,8.40%,18.00%,0.124,0.291,0.248,0.317,0.373,0.306,85,-1.8,-119.1,24.9,10
1986,Cubs,2253,6127,155,680,638,132,8.30%,15.80%,0.141,0.283,0.256,0.318,0.398,0.316,89,1.1,-78.4,-25.5,9.9
2002,Brewers,2224,6083,139,627,597,94,8.20%,18.50%,0.137,0.294,0.253,0.32,0.39,0.312,86,-19.3,-124.7,28,9.9
2011,Pirates,2168,6064,107,610,580,108,8.10%,21.60%,0.123,0.301,0.244,0.309,0.368,0.299,87,-15.3,-103.3,7.8,9.9
1985,White Sox,1984,6089,146,735,695,108,7.70%,13.80%,0.139,0.274,0.253,0.315,0.392,0.314,89,-2.5,-81.3,-22.1,9.8
1999,Angels,1797,6132,158,711,673,71,8.30%,16.70%,0.139,0.286,0.256,0.322,0.395,0.316,80,-6.1,-170.9,52.6,9.8
1979,Giants,2168,6133,125,672,616,140,9.50%,15.10%,0.118,0.274,0.246,0.319,0.365,0.307,89,0.3,-76.9,-35.2,9.8
1980,Mets,2141,6130,61,611,554,158,8.20%,13.70%,0.088,0.291,0.257,0.319,0.345,0.3,87,-8.3,-97,-1.6,9.8
1989,Indians,1720,6111,127,604,567,74,8.20%,15.30%,0.12,0.273,0.245,0.31,0.365,0.305,89,-7.4,-85.8,-22.5,9.7
1983,Indians,1734,6222,86,704,659,109,9.70%,11.10%,0.104,0.287,0.265,0.338,0.369,0.319,95,-7.3,-40.4,-71.9,9.7
2003,Reds,2152,6211,182,694,669,80,8.40%,21.30%,0.15,0.289,0.245,0.318,0.395,0.312,84,5.2,-126,21.8,9.7
1997,Phillies,2163,6130,116,668,622,92,8.50%,16.80%,0.13,0.293,0.255,0.322,0.385,0.313,82,-5.3,-145.4,48.1,9.7
1977,Mariners,1678,6049,133,624,589,110,7.00%,12.70%,0.125,0.275,0.256,0.312,0.381,0.309,87,-0.9,-94.8,-14,9.6
1994,Pirates,1554,4301,80,466,435,53,8.10%,16.90%,0.125,0.298,0.259,0.322,0.384,0.311,82,-0.3,-99.8,52.8,9.6
2008,Nationals,2224,6192,117,641,608,81,8.60%,17.70%,0.122,0.292,0.251,0.323,0.373,0.31,84,-7.8,-136.4,29.8,9.6
1988,White Sox,1703,6037,132,631,573,98,7.40%,15.00%,0.127,0.269,0.244,0.303,0.37,0.301,87,-2.2,-92,-13.7,9.6
2002,Rockies,2191,6165,152,778,726,103,8.10%,16.90%,0.149,0.311,0.274,0.337,0.423,0.331,82,9.8,-128.3,26.1,9.6
1994,Rangers,1156,4531,124,613,582,82,9.60%,16.10%,0.157,0.313,0.28,0.353,0.436,0.345,100,1.1,2.3,-56.5,9.6
1990,Cubs,2232,6149,136,690,649,151,6.60%,14.10%,0.129,0.288,0.263,0.314,0.392,0.314,87,8.2,-86.3,-38.7,9.6
1992,Mets,2308,6061,93,599,564,129,9.40%,15.80%,0.107,0.268,0.235,0.31,0.342,0.298,86,4.4,-90.6,-11,9.6
1981,Padres,1490,4176,32,382,350,83,7.40%,12.50%,0.09,0.288,0.257,0.314,0.346,0.301,91,-6.3,-46.5,-2.8,9.5
2008,Rockies,2214,6312,160,747,714,141,9.00%,19.20%,0.152,0.308,0.263,0.336,0.415,0.33,88,6.9,-88.9,-22.6,9.5
2011,White Sox,1799,6159,154,654,625,81,7.70%,16.10%,0.136,0.28,0.252,0.319,0.388,0.312,90,-12.5,-82.6,-26,9.5
2008,Mariners,2068,6176,124,671,631,90,6.80%,14.40%,0.124,0.294,0.265,0.318,0.389,0.31,90,-0.3,-77.5,-36.2,9.5
1985,Rangers,1737,6005,129,617,578,130,8.80%,13.60%,0.127,0.276,0.253,0.322,0.381,0.315,91,-6.2,-68.3,-36.7,9.4
2013,Twins,1883,6212,151,614,590,52,8.60%,23.00%,0.138,0.298,0.242,0.312,0.38,0.307,92,-5.3,-63.7,-54.9,9.4
2008,Reds,2209,6188,187,704,677,85,9.00%,18.20%,0.161,0.278,0.247,0.321,0.408,0.319,87,-9.5,-113.9,5,9.4
2001,Reds,2334,6218,176,735,689,103,7.50%,18.80%,0.157,0.301,0.262,0.324,0.419,0.321,88,-3.1,-99.8,-7.2,9.4
2001,Orioles,1839,6151,136,687,663,133,8.40%,16.10%,0.131,0.278,0.248,0.319,0.38,0.306,88,3.3,-91.5,-26.5,9.3
1976,Angels,1927,6104,63,550,511,126,8.70%,13.30%,0.083,0.264,0.235,0.306,0.318,0.291,88,-6,-83.4,-18.2,9.2
1985,Brewers,1622,6158,101,690,636,69,7.50%,12.10%,0.115,0.286,0.263,0.319,0.379,0.311,92,-1.7,-62.7,-50.4,9.2
1979,Mets,2158,6231,74,593,558,135,8.00%,13.10%,0.1,0.28,0.25,0.313,0.35,0.299,84,-3.1,-122.7,2.7,9.2
1988,Indians,1661,6046,134,666,629,97,6.90%,14.30%,0.126,0.286,0.261,0.314,0.387,0.313,94,-4.2,-48.6,-65.4,9.2
1988,Phillies,2127,6055,106,597,567,112,8.10%,16.20%,0.116,0.272,0.239,0.306,0.355,0.298,88,-0.6,-83.1,-22.3,9.2
1984,Mariners,1829,6216,129,682,635,116,8.30%,14.00%,0.126,0.284,0.258,0.324,0.384,0.319,94,-1.7,-44.2,-67.4,9.1
1983,Mets,2243,6009,112,573,542,141,7.30%,17.20%,0.103,0.277,0.241,0.3,0.344,0.29,79,2,-144.1,37.6,9
1985,Braves,2256,6208,126,632,598,72,8.90%,13.70%,0.117,0.269,0.246,0.315,0.363,0.303,83,-8.2,-126.7,9.8,8.9
1989,Braves,2165,6079,128,584,544,83,8.00%,16.40%,0.115,0.263,0.234,0.298,0.35,0.293,78,-6.6,-150.7,46.6,8.8
1980,Giants,2088,6047,80,573,539,100,8.40%,13.90%,0.098,0.273,0.244,0.308,0.342,0.294,86,-3.7,-100.9,-5,8.8
1976,White Sox,1753,6171,73,586,538,120,7.60%,12.00%,0.094,0.28,0.255,0.314,0.349,0.307,93,2.8,-44.6,-68.9,8.7
1998,Athletics,1905,6281,149,803,755,131,10.10%,17.90%,0.14,0.297,0.257,0.338,0.397,0.327,94,5.7,-45,-83,8.6
1981,Mets,1511,3886,57,348,325,103,7.80%,15.50%,0.108,0.283,0.248,0.308,0.356,0.303,90,5.2,-38.7,-10.5,8.6
1977,Mets,2141,6071,88,587,525,98,8.70%,14.60%,0.102,0.275,0.244,0.313,0.346,0.296,82,-8.9,-143.4,30.3,8.5
1984,Reds,2249,6201,106,627,578,160,9.10%,15.80%,0.112,0.277,0.244,0.313,0.356,0.301,84,6.8,-106.7,-18.6,8.4
2006,Pirates,2231,6218,141,691,656,68,7.40%,19.30%,0.134,0.31,0.263,0.327,0.397,0.315,86,2.2,-110.7,-13,8.4
2009,White Sox,1814,6132,184,724,695,113,8.70%,16.70%,0.153,0.285,0.258,0.329,0.411,0.326,91,-6.4,-77.4,-48.2,8.3
2008,Diamondbacks,1964,6156,159,720,683,58,9.50%,20.90%,0.164,0.299,0.251,0.327,0.415,0.324,88,1,-95,-23.6,8.3
2000,Expos,2328,6153,178,738,705,58,7.70%,17.00%,0.165,0.299,0.266,0.326,0.432,0.327,87,-9.8,-116.7,1.2,8.3
1981,Pirates,1429,3953,55,407,384,122,7.00%,12.40%,0.112,0.283,0.258,0.311,0.37,0.309,89,5.2,-44.7,-9.6,8.3
1984,Rangers,1738,6100,120,656,618,81,6.90%,13.20%,0.116,0.284,0.261,0.313,0.377,0.309,91,-3.9,-71.5,-43.6,8.2
1991,Angels,1626,6050,115,653,607,94,7.40%,15.30%,0.118,0.287,0.255,0.314,0.374,0.311,91,-3.5,-71,-44,8.2
1975,Cubs,2108,6323,95,712,645,67,10.30%,12.70%,0.109,0.285,0.259,0.338,0.368,0.323,89,-6.4,-85.6,-44.4,8.2
1985,Pirates,2103,6099,80,568,535,110,8.40%,13.80%,0.101,0.276,0.247,0.311,0.347,0.294,82,-3.7,-125.3,5,8.2
1998,Angels,1884,6280,147,787,739,93,8.10%,16.40%,0.144,0.308,0.272,0.335,0.415,0.33,94,-1.1,-46.2,-85.9,8.2
2010,Orioles,1819,6109,133,613,577,76,6.90%,17.30%,0.127,0.296,0.259,0.316,0.386,0.31,87,-11.8,-102.7,-23.9,8.2
1981,Mariners,1314,4201,89,426,406,100,7.80%,13.20%,0.117,0.272,0.251,0.314,0.368,0.313,94,1.6,-25.1,-27.8,8.2
1975,Padres,2155,6154,78,552,505,85,8.20%,12.30%,0.091,0.268,0.244,0.31,0.335,0.297,84,-1.4,-113.5,-10,8.1
1997,Tigers,1846,6190,176,784,743,161,9.30%,18.80%,0.157,0.296,0.258,0.332,0.415,0.329,93,1.6,-53.2,-80.9,8
2011,Athletics,1727,6104,114,645,612,117,8.30%,17.90%,0.125,0.283,0.244,0.311,0.369,0.301,89,-8.9,-84.6,-35.8,8
1994,Royals,1144,4391,100,574,538,140,8.60%,15.90%,0.15,0.302,0.269,0.335,0.419,0.33,92,0.7,-43,-24.3,8
1994,Red Sox,1202,4446,120,552,523,81,9.10%,16.30%,0.157,0.293,0.263,0.334,0.421,0.329,89,-0.4,-64.8,-5.7,8
1984,Brewers,1636,6057,96,641,598,52,7.10%,11.10%,0.107,0.282,0.262,0.317,0.37,0.309,93,-12.5,-64.2,-53.4,7.9
1994,Angels,1223,4443,120,543,518,65,9.00%,16.10%,0.145,0.294,0.264,0.334,0.409,0.327,91,-10.7,-65.6,-5.7,7.9
1981,Braves,1490,4040,64,393,362,98,7.90%,13.30%,0.106,0.269,0.243,0.306,0.349,0.299,81,5.3,-77,19.1,7.8
2004,Pirates,2224,6115,142,680,648,63,6.80%,17.40%,0.141,0.298,0.26,0.321,0.401,0.314,85,-7.9,-128,2.6,7.8
2003,Diamondbacks,2094,6261,152,717,696,76,8.50%,16.10%,0.153,0.295,0.263,0.33,0.417,0.323,86,-9.7,-118.7,-6.9,7.8
1985,Giants,2172,6055,115,556,517,99,8.00%,15.90%,0.115,0.262,0.233,0.299,0.348,0.29,83,-3.8,-118,-6.3,7.7
1994,Blue Jays,1162,4462,115,566,534,79,8.70%,15.50%,0.155,0.297,0.269,0.336,0.424,0.331,94,4.5,-30.2,-42.5,7.6
1999,Expos,2385,6151,163,718,680,70,7.10%,15.30%,0.162,0.292,0.265,0.323,0.427,0.326,86,-9,-125.4,5.4,7.6
1992,Royals,1691,6084,75,610,568,131,7.20%,12.20%,0.108,0.282,0.256,0.315,0.364,0.309,88,-2.4,-86.1,-35,7.6
1985,Indians,1802,6121,116,729,689,132,8.00%,13.30%,0.12,0.291,0.265,0.324,0.385,0.317,93,-4.2,-58.7,-70,7.5
1987,Dodgers,2284,6114,125,635,594,128,7.30%,15.10%,0.119,0.28,0.252,0.309,0.371,0.297,83,-1.9,-131.3,-3.1,7.5
1986,Braves,2160,6069,138,615,575,93,8.90%,14.90%,0.131,0.276,0.25,0.319,0.381,0.311,85,-12.4,-114.8,-10.9,7.4
2000,Devil Rays,1887,6206,162,733,692,90,9.00%,16.50%,0.142,0.287,0.257,0.329,0.399,0.321,83,-2.4,-141.8,-2.5,7.4
1998,Royals,2001,6191,134,714,686,135,7.70%,15.90%,0.136,0.295,0.263,0.324,0.399,0.319,85,5.2,-115.8,-23.4,7.3
1994,Phillies,1515,4436,80,521,484,67,8.90%,16.00%,0.128,0.299,0.262,0.332,0.39,0.318,87,3,-69.5,-3.9,7.3
1982,Blue Jays,1882,6067,106,651,605,118,6.80%,12.30%,0.121,0.284,0.262,0.314,0.383,0.311,86,-8.6,-112.2,-7.5,7.2
1994,Mets,1496,4348,117,506,477,25,7.70%,18.60%,0.144,0.285,0.25,0.316,0.394,0.31,86,-6.3,-85.9,13.5,7.2
1982,Mariners,1730,6181,130,651,614,131,7.40%,13.00%,0.127,0.275,0.254,0.311,0.381,0.31,86,-6,-106.9,-18.1,7.2
1975,Angels,1782,6142,55,628,572,220,9.70%,13.20%,0.082,0.278,0.246,0.322,0.328,0.303,91,3.2,-58.3,-73.9,7.1
1988,Orioles,1706,5979,137,550,517,69,8.40%,14.50%,0.121,0.259,0.238,0.305,0.359,0.3,88,-7.4,-89,-40.4,7.1
1982,Mets,2204,6105,97,609,568,137,7.50%,16.40%,0.104,0.283,0.247,0.305,0.35,0.294,84,5,-106.4,-33.1,7
1976,Giants,2148,6123,85,595,552,88,8.50%,12.70%,0.099,0.271,0.246,0.312,0.345,0.304,85,-4.3,-104.2,-33.8,6.9
1978,Mariners,1724,6031,97,614,571,123,8.70%,11.60%,0.111,0.267,0.248,0.314,0.359,0.307,88,7.3,-72.9,-58,6.9
1995,Pirates,2018,5501,125,629,587,84,8.30%,17.70%,0.137,0.298,0.259,0.323,0.396,0.317,86,-8.5,-106.9,-9.3,6.9
1999,Devil Rays,1833,6272,145,772,728,73,8.70%,16.60%,0.137,0.312,0.274,0.343,0.411,0.333,92,-7.5,-75,-71.2,6.8
1986,Brewers,1616,6126,127,667,625,100,8.70%,16.10%,0.13,0.288,0.255,0.321,0.385,0.316,91,-0.5,-64.7,-73.9,6.8
1980,Blue Jays,1820,6149,126,624,580,67,7.30%,13.20%,0.132,0.273,0.251,0.309,0.383,0.31,84,-15.8,-129.3,-8.1,6.8
2008,Royals,1807,6118,120,691,650,79,6.40%,16.40%,0.128,0.307,0.269,0.32,0.397,0.315,87,-9.7,-109.3,-29.7,6.8
1993,Marlins,2128,6127,94,581,542,117,8.10%,17.20%,0.099,0.289,0.248,0.314,0.346,0.298,79,1.5,-161.8,13.1,6.7
1993,Angels,1706,6089,114,684,644,169,9.30%,15.30%,0.12,0.293,0.26,0.331,0.38,0.319,92,-6.5,-66.5,-59.6,6.7
2001,Pirates,2199,6027,161,657,618,93,7.70%,18.40%,0.146,0.281,0.247,0.313,0.393,0.306,80,-13.3,-167.4,38.4,6.7
1974,Tigers,1738,6107,131,620,579,67,7.10%,12.80%,0.119,0.265,0.247,0.303,0.366,0.307,87,0,-88.6,-45.3,6.5
1997,Pirates,2211,6201,129,725,686,160,7.80%,18.70%,0.142,0.308,0.262,0.329,0.404,0.324,89,10.9,-78.3,-51.4,6.5
1996,Royals,1753,6229,123,746,689,195,8.50%,15.10%,0.132,0.299,0.267,0.332,0.398,0.322,83,-0.8,-148.3,-19.7,6.4
2001,Devil Rays,1750,6104,121,672,645,115,7.50%,18.30%,0.13,0.303,0.258,0.32,0.388,0.309,86,0.1,-105.1,-41,6.4
2002,Royals,1815,6206,140,737,695,140,8.40%,14.80%,0.143,0.282,0.256,0.323,0.398,0.316,85,4.4,-110.6,-38.5,6.4
1997,Blue Jays,1834,6109,147,654,627,134,8.00%,18.60%,0.146,0.28,0.244,0.31,0.389,0.308,81,5.6,-146,-4.2,6.3
2012,Astros,2186,6014,146,583,545,105,7.70%,22.70%,0.135,0.288,0.236,0.302,0.371,0.296,83,-12,-134.6,4.2,6.2
2013,Phillies,1960,6014,140,610,578,73,6.90%,20.00%,0.135,0.293,0.248,0.306,0.384,0.303,89,-11,-88.1,-32.8,6.2
1994,Rockies,1604,4493,125,573,540,91,8.40%,16.90%,0.165,0.308,0.274,0.337,0.439,0.337,87,-5.1,-81.3,-5.8,6.2
1980,White Sox,1910,5999,91,587,547,68,6.70%,11.20%,0.111,0.278,0.259,0.311,0.37,0.306,86,-8.5,-108,-31.8,6.1
2010,Astros,2066,6005,108,611,577,100,6.90%,17.10%,0.115,0.285,0.247,0.303,0.362,0.295,79,-3.5,-153.7,23.7,6.1
1974,Mets,2041,6226,96,572,538,43,9.60%,11.80%,0.094,0.254,0.235,0.311,0.329,0.297,85,1.1,-107.1,-35.8,6.1
1992,Dodgers,2296,6038,72,548,499,142,8.30%,14.90%,0.09,0.284,0.248,0.313,0.339,0.298,90,-3,-72.2,-65,6.1
1982,Reds,2169,6100,82,545,496,131,7.70%,13.40%,0.099,0.28,0.251,0.31,0.35,0.297,82,-0.9,-125.8,-21.9,6
1976,Cubs,2168,6154,105,611,559,74,8.00%,13.60%,0.105,0.277,0.251,0.314,0.356,0.309,83,-14.2,-133.6,-12,5.9
1977,Cubs,2198,6286,111,692,649,64,8.50%,12.70%,0.121,0.29,0.266,0.33,0.387,0.318,83,-0.8,-134.6,-11.8,5.9
2004,Expos,2263,6138,151,635,605,109,8.10%,15.10%,0.143,0.273,0.249,0.313,0.392,0.306,77,1.5,-182.5,36,5.8
2003,Mets,2258,6007,124,642,607,70,8.10%,17.20%,0.128,0.282,0.247,0.314,0.374,0.302,80,3.2,-147.9,10.6,5.8
1998,Pirates,2162,6113,107,650,613,159,6.40%,17.30%,0.121,0.294,0.254,0.311,0.374,0.304,78,9.6,-160.3,24.9,5.6
1977,Athletics,2009,6021,117,605,548,176,8.60%,15.10%,0.112,0.267,0.24,0.308,0.352,0.297,84,3.4,-107.8,-40.3,5.6
1995,Blue Jays,1477,5650,140,642,613,75,8.70%,16.00%,0.149,0.29,0.26,0.328,0.409,0.326,91,6.7,-60.1,-75.1,5.5
1993,Twins,1742,6209,121,693,642,83,7.90%,13.70%,0.121,0.291,0.264,0.327,0.385,0.319,90,-6.6,-79.2,-63.3,5.5
2011,Mariners,1707,5972,109,556,534,125,7.30%,21.40%,0.115,0.283,0.233,0.292,0.348,0.283,80,6.6,-129.7,-14.2,5.1
1991,Indians,1720,6070,79,576,546,84,7.40%,14.60%,0.096,0.288,0.254,0.313,0.35,0.301,85,-6.3,-115.8,-32.8,4.7
2013,Mariners,1770,6172,188,624,597,49,8.60%,21.90%,0.152,0.279,0.237,0.306,0.39,0.307,92,-11.2,-69.1,-93.3,4.5
2010,Pirates,2101,5974,126,587,570,87,7.80%,20.20%,0.131,0.288,0.242,0.304,0.373,0.3,84,-1.1,-114.3,-30.8,4.5
1978,Braves,2093,6066,123,600,558,90,9.10%,14.40%,0.119,0.269,0.244,0.315,0.363,0.308,81,-6.2,-137.6,-20.3,4.5
2011,Twins,1791,6020,103,619,572,92,7.30%,17.40%,0.113,0.288,0.247,0.306,0.36,0.296,83,-4.5,-124.6,-29.4,4.2
1986,Mariners,1653,6187,158,718,681,93,9.20%,18.60%,0.145,0.292,0.253,0.326,0.399,0.323,94,-12.4,-56,-111.5,4.1
1981,Indians,1186,3952,39,431,397,119,8.70%,9.60%,0.088,0.282,0.263,0.327,0.351,0.311,94,10.2,-16.7,-72.6,3.8
2010,Mariners,1757,5989,101,513,485,142,7.70%,19.80%,0.104,0.282,0.236,0.298,0.339,0.285,79,-4.9,-152.8,-12.3,3.8
1978,Blue Jays,1721,6015,98,590,551,28,7.40%,10.70%,0.108,0.267,0.25,0.308,0.359,0.304,84,-13.6,-121.8,-36.2,3.7
1982,Rangers,1697,6021,115,590,558,63,7.40%,12.50%,0.11,0.269,0.249,0.308,0.359,0.301,86,-5.1,-106.7,-48,3.7
2007,White Sox,1879,6103,190,693,667,78,8.70%,18.80%,0.158,0.278,0.246,0.318,0.404,0.316,86,-8.3,-118.4,-55.7,3.6
1976,Expos,2236,5996,94,531,507,86,7.20%,14.00%,0.105,0.261,0.235,0.291,0.34,0.292,75,-0.5,-169.2,7.5,3.3
2000,Twins,1972,6283,116,748,711,90,8.80%,16.30%,0.137,0.309,0.27,0.337,0.407,0.327,86,-1.9,-121.8,-64.5,3.3
2013,White Sox,1785,6077,148,598,574,105,6.80%,19.90%,0.129,0.291,0.249,0.302,0.378,0.299,83,-9.5,-128.1,-43.1,3.2
1995,Tigers,1566,5535,159,654,619,73,10.00%,17.80%,0.157,0.278,0.247,0.327,0.404,0.324,89,-2.4,-82.7,-72.6,3.2
1978,Athletics,2132,5914,100,532,492,144,7.30%,13.50%,0.106,0.271,0.245,0.303,0.351,0.298,87,-15.3,-98.2,-64.3,3.1
1992,Red Sox,1739,6186,84,599,567,44,9.60%,14.00%,0.101,0.276,0.246,0.321,0.347,0.306,83,-11.2,-126.4,-40.1,3
1980,Cubs,2359,6218,107,614,578,93,7.60%,14.70%,0.114,0.281,0.251,0.309,0.365,0.303,80,-7.5,-145.1,-21.4,3
1979,Blue Jays,1669,6010,95,612,562,74,7.50%,11.00%,0.112,0.269,0.251,0.311,0.363,0.304,79,-6,-162.5,-6.6,2.9
1979,Braves,2093,6036,126,669,626,98,8.10%,13.60%,0.121,0.28,0.256,0.318,0.377,0.311,82,1.3,-127.4,-49.4,2.8
2009,Royals,1805,6103,144,686,657,88,7.50%,17.90%,0.146,0.298,0.259,0.318,0.405,0.318,88,-13.5,-104.9,-78.6,2.4
1994,Padres,1609,4519,92,479,445,79,7.10%,16.90%,0.126,0.316,0.275,0.33,0.401,0.319,90,-0.4,-61.1,-63.2,2.4
2005,Royals,1860,6086,126,701,653,53,7.00%,16.60%,0.134,0.298,0.263,0.32,0.396,0.313,87,0.9,-96.9,-87.3,2.4
2013,Astros,1946,6020,148,610,566,110,7.10%,25.50%,0.136,0.304,0.24,0.299,0.375,0.298,86,-6.2,-101.6,-76.2,2.3
1993,Padres,2316,6137,153,679,633,92,7.20%,17.00%,0.137,0.283,0.252,0.312,0.389,0.311,86,2.6,-103.5,-93.8,1.9
1977,Blue Jays,1668,6058,100,605,552,65,8.20%,13.50%,0.113,0.279,0.252,0.316,0.365,0.305,82,-4.9,-131.2,-54.2,1.9
1992,Angels,1783,5917,88,579,537,160,7.00%,14.90%,0.094,0.275,0.243,0.301,0.338,0.291,77,-8,-158.5,-8.9,1.8
1980,Mariners,1822,6142,104,610,564,116,7.90%,11.80%,0.108,0.267,0.248,0.308,0.356,0.3,78,-2.1,-159.3,-26.5,1.7
1988,Braves,2119,6013,96,555,527,95,7.20%,14.10%,0.105,0.269,0.242,0.298,0.348,0.29,79,-11.6,-145.5,-29.6,1.5
1999,Twins,1957,6124,105,686,643,118,8.20%,16.00%,0.12,0.301,0.264,0.328,0.384,0.315,79,-3.5,-179.4,-23.7,1.3
1999,Rockies,2282,6369,223,906,863,70,8.00%,13.60%,0.184,0.304,0.288,0.348,0.472,0.354,84,-5.3,-146.1,-45.2,1.3
2001,Expos,2164,6025,131,670,622,101,7.90%,17.80%,0.143,0.291,0.253,0.319,0.396,0.309,79,-2.2,-171.7,-14.2,1
2004,Royals,1780,6153,150,720,675,67,7.50%,17.20%,0.139,0.293,0.259,0.322,0.397,0.314,82,-10.5,-154.1,-47.4,0.9
1974,Padres,2274,6120,99,541,506,85,9.20%,14.70%,0.101,0.256,0.229,0.302,0.33,0.293,83,1,-120,-70.6,0.8
1996,Tigers,1760,6203,204,783,741,87,8.80%,20.40%,0.165,0.294,0.256,0.323,0.42,0.325,86,-6.5,-130.6,-97.7,0.2
1983,Mariners,1789,5907,111,558,536,144,7.80%,14.20%,0.12,0.264,0.24,0.301,0.36,0.297,80,-3.3,-141.1,-54.4,-0.2
2004,Diamondbacks,2104,6114,135,615,582,53,7.20%,16.70%,0.14,0.286,0.253,0.31,0.393,0.305,74,-5.8,-210.3,2.3,-0.2
1974,Cubs,2245,6345,110,669,610,78,9.80%,13.50%,0.114,0.277,0.251,0.327,0.365,0.318,88,-11,-101,-111.1,-0.4
2002,Tigers,1692,5920,124,575,546,65,6.10%,17.50%,0.132,0.283,0.248,0.3,0.379,0.297,82,-2.8,-137,-70.1,-0.4
1976,Braves,2029,6100,82,620,585,74,9.70%,13.30%,0.089,0.273,0.245,0.32,0.334,0.305,81,-9.5,-140.1,-67.9,-0.5
1975,Tigers,1537,5808,124,569,543,63,6.40%,14.90%,0.116,0.276,0.25,0.3,0.366,0.305,83,-8.6,-117.5,-76.1,-0.5
2013,Marlins,1885,6021,95,513,485,78,7.20%,20.50%,0.104,0.28,0.231,0.293,0.335,0.279,72,3.8,-183.9,-1.5,-0.7
2003,Tigers,1866,6071,153,591,553,98,7.30%,18.10%,0.135,0.272,0.24,0.3,0.375,0.296,80,-6,-161.8,-59.2,-1
1981,Twins,1187,4026,47,378,359,34,6.80%,12.30%,0.098,0.265,0.24,0.293,0.338,0.288,77,-3.1,-100.5,-33.3,-1.3
1981,Blue Jays,1179,3887,61,329,314,66,7.30%,14.30%,0.104,0.252,0.226,0.286,0.33,0.284,72,-7.5,-125.3,-6.5,-1.9
1975,Braves,2033,6085,107,583,540,58,8.90%,12.40%,0.102,0.265,0.244,0.313,0.347,0.303,76,-2.1,-168.2,-52.3,-2.3
1981,Cubs,1502,3978,57,370,348,72,8.60%,15.30%,0.104,0.268,0.236,0.303,0.34,0.294,77,-0.7,-103.4,-50.8,-2.3
1998,Twins,1838,6263,115,734,691,112,8.10%,14.60%,0.123,0.297,0.266,0.328,0.389,0.317,83,-1.2,-137.6,-122.9,-4.5
1977,Braves,2170,6202,139,677,637,82,8.70%,14.10%,0.122,0.278,0.254,0.32,0.376,0.31,79,-0.6,-162.3,-105.2,-6.6
1979,Athletics,1684,5971,108,573,541,104,8.10%,12.60%,0.108,0.258,0.239,0.302,0.346,0.292,79,-5.4,-156.3,-137.5,-9.7
